Row,Column,Gain,Offset
1,89,105,0
1,90,105,0
1,91,105,0
1,92,105,0
1,93,105,0
1,94,105,0
1,95,105,0
1,96,105,0
1,97,105,0
1,98,105,0
1,99,105,0
1,100,105,0
1,101,105,0
1,102,105,0
1,103,105,0
1,104,105,0
1,105,105,0
1,106,105,0
1,107,105,0
1,108,105,0
1,109,105,0
1,110,105,0
1,111,105,0
1,112,105,0
1,113,105,0
1,114,105,0
1,115,105,0
1,116,105,0
1,117,105,0
1,118,105,0
1,119,105,0
1,120,105,0
1,121,105,0
1,122,105,0
1,123,105,0
1,124,105,0
1,125,105,0
1,126,105,0
1,127,105,0
1,128,105,0
1,129,105,0
1,130,105,0
1,131,105,0
1,132,105,0
1,133,105,0
1,134,105,0
2,0,105,0
2,1,105,0
2,2,105,0
2,3,105,0
2,4,105,0
2,5,105,0
2,6,105,0
2,7,105,0
2,8,105,0
2,9,105,0
2,10,105,0
2,11,105,0
2,12,105,0
2,13,105,0
2,14,105,0
2,15,105,0
2,16,105,0
2,17,105,0
2,18,105,0
2,19,105,0
2,20,105,0
2,21,105,0
2,22,105,0
2,23,105,0
2,24,105,0
2,25,105,0
2,26,105,0
2,27,105,0
2,28,105,0
2,29,105,0
2,30,105,0
2,31,105,0
2,32,105,0
2,33,105,0
2,34,105,0
2,35,105,0
2,36,105,0
2,37,105,0
2,38,105,0
2,39,105,0
2,40,105,0
2,41,105,0
2,42,105,0
2,43,105,0
2,44,105,0
2,45,105,0
2,46,105,0
2,47,105,0
2,48,105,0
2,49,105,0
2,50,105,0
2,51,105,0
2,52,105,0
2,53,105,0
2,54,105,0
2,55,105,0
2,56,105,0
2,57,105,0
2,58,105,0
2,59,105,0
2,60,105,0
2,61,105,0
2,62,105,0
2,63,105,0
2,64,105,0
2,65,105,0
2,66,105,0
2,67,105,0
2,68,105,0
2,69,105,0
2,70,105,0
2,71,105,0
2,72,105,0
2,73,105,0
2,74,105,0
2,75,105,0
2,76,105,0
2,77,105,0
2,78,105,0
2,79,105,0
2,80,105,0
2,81,105,0
2,82,105,0
2,83,105,0
2,84,105,0
2,85,105,0
2,86,105,0
2,87,105,0
2,88,105,0
2,89,105,0
2,90,105,0
2,91,105,0
2,92,105,0
2,93,105,0
2,94,105,0
2,95,105,0
2,96,105,0
2,97,105,0
2,98,105,0
2,99,105,0
2,100,105,0
2,101,105,0
2,102,105,0
2,103,105,0
2,104,105,0
2,105,105,0
2,106,105,0
2,107,105,0
2,108,105,0
2,109,105,0
2,110,105,0
2,111,105,0
2,112,105,0
2,113,105,0
2,114,105,0
2,115,105,0
2,116,105,0
2,117,105,0
2,118,105,0
2,119,105,0
2,120,105,0
2,121,105,0
2,122,105,0
2,123,105,0
2,124,105,0
2,125,105,0
2,126,105,0
2,127,105,0
2,128,105,0
2,129,105,0
2,130,105,0
2,131,105,0
2,132,105,0
2,133,105,0
2,134,105,0
3,0,105,0
3,1,105,0
3,2,105,0
3,3,105,0
3,4,105,0
3,5,105,0
3,6,105,0
3,7,105,0
3,8,105,0
3,9,105,0
3,10,105,0
3,11,105,0
3,12,105,0
3,13,105,0
3,14,105,0
3,15,105,0
3,16,105,0
3,17,105,0
3,18,105,0
3,19,105,0
3,20,105,0
3,21,105,0
3,22,105,0
3,23,105,0
3,24,105,0
3,25,105,0
3,26,105,0
3,27,105,0
3,28,105,0
3,29,105,0
3,30,105,0
3,31,105,0
3,32,105,0
3,33,105,0
3,34,105,0
3,35,105,0
3,36,105,0
3,37,105,0
3,38,105,0
3,39,105,0
3,40,105,0
3,41,105,0
3,42,105,0
3,43,105,0
3,44,105,0
3,45,105,0
3,46,105,0
3,47,105,0
3,48,105,0
3,49,105,0
3,50,105,0
3,51,105,0
3,52,105,0
3,53,105,0
3,54,105,0
3,55,105,0
3,56,105,0
3,57,105,0
3,58,105,0
3,59,105,0
3,60,105,0
3,61,105,0
3,62,105,0
3,63,105,0
3,64,105,0
3,65,105,0
3,66,105,0
3,67,105,0
3,68,105,0
3,69,105,0
3,70,105,0
3,71,105,0
3,72,105,0
3,73,105,0
3,74,105,0
3,75,105,0
3,76,105,0
3,77,105,0
3,78,105,0
3,79,105,0
3,80,105,0
3,81,105,0
3,82,105,0
3,83,105,0
3,84,105,0
3,85,105,0
3,86,105,0
3,87,105,0
3,88,105,0
3,89,105,0
3,90,105,0
3,91,105,0
3,92,105,0
3,93,105,0
3,94,105,0
3,95,105,0
3,96,105,0
3,97,105,0
3,98,105,0
3,99,105,0
3,100,105,0
3,101,105,0
3,102,105,0
3,103,105,0
3,104,105,0
3,105,105,0
3,106,105,0
3,107,105,0
3,108,105,0
3,109,105,0
3,110,105,0
3,111,105,0
3,112,105,0
3,113,105,0
3,114,105,0
3,115,105,0
3,116,105,0
3,117,105,0
3,118,105,0
3,119,105,0
3,120,105,0
3,121,105,0
3,122,105,0
3,123,105,0
3,124,105,0
3,125,105,0
3,126,105,0
3,127,105,0
3,128,105,0
3,129,105,0
3,130,105,0
3,131,105,0
3,132,105,0
3,133,105,0
3,134,105,0
4,0,105,0
4,1,105,0
4,2,105,0
4,3,105,0
4,4,105,0
4,5,105,0
4,6,105,0
4,7,105,0
4,8,105,0
4,9,105,0
4,10,105,0
4,11,105,0
4,12,105,0
4,13,105,0
4,14,105,0
4,15,105,0
4,16,105,0
4,17,105,0
4,18,105,0
4,19,105,0
4,20,105,0
4,21,105,0
4,22,105,0
4,23,105,0
4,24,105,0
4,25,105,0
4,26,105,0
4,27,105,0
4,28,105,0
4,29,105,0
4,30,105,0
4,31,105,0
4,32,105,0
4,33,105,0
4,34,105,0
4,35,105,0
4,36,105,0
4,37,105,0
4,38,105,0
4,39,105,0
4,40,105,0
4,41,105,0
4,42,105,0
4,43,105,0
4,44,105,0
4,45,105,0
4,46,105,0
4,47,105,0
4,48,105,0
4,49,105,0
4,50,105,0
4,51,105,0
4,52,105,0
4,53,105,0
4,54,105,0
4,55,105,0
4,56,105,0
4,57,105,0
4,58,105,0
4,59,105,0
4,60,105,0
4,61,105,0
4,62,105,0
4,63,105,0
4,64,105,0
4,65,105,0
4,66,105,0
4,67,105,0
4,68,105,0
4,69,105,0
4,70,105,0
4,71,105,0
4,72,105,0
4,73,105,0
4,74,105,0
4,75,105,0
4,76,105,0
4,77,105,0
4,78,105,0
4,79,105,0
4,80,105,0
4,81,105,0
4,82,105,0
4,83,105,0
4,84,105,0
4,85,105,0
4,86,105,0
4,87,105,0
4,88,105,0
4,89,105,0
4,90,105,0
4,91,105,0
4,92,105,0
4,93,105,0
4,94,105,0
4,95,105,0
4,96,105,0
4,97,105,0
4,98,105,0
4,99,105,0
4,100,105,0
4,101,105,0
4,102,105,0
4,103,105,0
4,104,105,0
4,105,105,0
4,106,105,0
4,107,105,0
4,108,105,0
4,109,105,0
4,110,105,0
4,111,105,0
4,112,105,0
4,113,105,0
4,114,105,0
4,115,105,0
4,116,105,0
4,117,105,0
4,118,105,0
4,119,105,0
4,120,105,0
4,121,105,0
4,122,105,0
4,123,105,0
4,124,105,0
4,125,105,0
4,126,105,0
4,127,105,0
4,128,105,0
4,129,105,0
4,130,105,0
4,131,105,0
4,132,105,0
4,133,105,0
4,134,105,0
5,0,105,0
5,1,105,0
5,2,105,0
5,3,105,0
5,4,105,0
5,5,105,0
5,6,105,0
5,7,105,0
5,8,105,0
5,9,105,0
5,10,105,0
5,11,105,0
5,12,105,0
5,13,105,0
5,14,105,0
5,15,105,0
5,16,105,0
5,17,105,0
5,18,105,0
5,19,105,0
5,20,105,0
5,21,105,0
5,22,105,0
5,23,105,0
5,24,105,0
5,25,105,0
5,26,105,0
5,27,105,0
5,28,105,0
5,29,105,0
5,30,105,0
5,31,105,0
5,32,105,0
5,33,105,0
5,34,105,0
5,35,105,0
5,36,105,0
5,37,105,0
5,38,105,0
5,39,105,0
5,40,105,0
5,41,105,0
5,42,105,0
5,43,105,0
5,44,105,0
5,45,105,0
5,46,105,0
5,47,105,0
5,48,105,0
5,49,105,0
5,50,105,0
5,51,105,0
5,52,105,0
5,53,105,0
5,54,105,0
5,55,105,0
5,56,105,0
5,57,105,0
5,58,105,0
5,59,105,0
5,60,105,0
5,61,105,0
5,62,105,0
5,63,105,0
5,64,105,0
5,65,105,0
5,66,105,0
5,67,105,0
5,68,105,0
5,69,105,0
5,70,105,0
5,71,105,0
5,72,105,0
5,73,105,0
5,74,105,0
5,75,105,0
5,76,105,0
5,77,105,0
5,78,105,0
5,79,105,0
5,80,105,0
5,81,105,0
5,82,105,0
5,83,105,0
5,84,105,0
5,85,105,0
5,86,105,0
5,87,105,0
5,88,105,0
5,89,105,0
5,90,105,0
5,91,105,0
5,92,105,0
5,93,105,0
5,94,105,0
5,95,105,0
5,96,105,0
5,97,105,0
5,98,105,0
5,99,105,0
5,100,105,0
5,101,105,0
5,102,105,0
5,103,105,0
5,104,105,0
5,105,105,0
5,106,105,0
5,107,105,0
5,108,105,0
5,109,105,0
5,110,105,0
5,111,105,0
5,112,105,0
5,113,105,0
5,114,105,0
5,115,105,0
5,116,105,0
5,117,105,0
5,118,105,0
5,119,105,0
5,120,105,0
5,121,105,0
5,122,105,0
5,123,105,0
5,124,105,0
5,125,105,0
5,126,105,0
5,127,105,0
5,128,105,0
5,129,105,0
5,130,105,0
5,131,105,0
5,132,105,0
5,133,105,0
5,134,105,0
6,0,105,0
6,1,105,0
6,2,105,0
6,3,105,0
6,4,105,0
6,5,105,0
6,6,105,0
6,7,105,0
6,8,105,0
6,9,105,0
6,10,105,0
6,11,105,0
6,12,105,0
6,13,105,0
6,14,105,0
6,15,105,0
6,16,105,0
6,17,105,0
6,18,105,0
6,19,105,0
6,20,105,0
6,21,105,0
6,22,105,0
6,23,105,0
6,24,105,0
6,25,105,0
6,26,105,0
6,27,105,0
6,28,105,0
6,29,105,0
6,30,105,0
6,31,105,0
6,32,105,0
6,33,105,0
6,34,105,0
6,35,105,0
6,36,105,0
6,37,105,0
6,38,105,0
6,39,105,0
6,40,105,0
6,41,105,0
6,42,105,0
6,43,105,0
6,44,105,0
6,45,105,0
6,46,105,0
6,47,105,0
6,48,105,0
6,49,105,0
6,50,105,0
6,51,105,0
6,52,105,0
6,53,105,0
6,54,105,0
6,55,105,0
6,56,105,0
6,57,105,0
6,58,105,0
6,59,105,0
6,60,105,0
6,61,105,0
6,62,105,0
6,63,105,0
6,64,105,0
6,65,105,0
6,66,105,0
6,67,105,0
6,68,105,0
6,69,105,0
6,70,105,0
6,71,105,0
6,72,105,0
6,73,105,0
6,74,105,0
6,75,105,0
6,76,105,0
6,77,105,0
6,78,105,0
6,79,105,0
6,80,105,0
6,81,105,0
6,82,105,0
6,83,105,0
6,84,105,0
6,85,105,0
6,86,105,0
6,87,105,0
6,88,105,0
6,89,105,0
6,90,105,0
6,91,105,0
6,92,105,0
6,93,105,0
6,94,105,0
6,95,105,0
6,96,105,0
6,97,105,0
6,98,105,0
6,99,105,0
6,100,105,0
6,101,105,0
6,102,105,0
6,103,105,0
6,104,105,0
6,105,105,0
6,106,105,0
6,107,105,0
6,108,105,0
6,109,105,0
6,110,105,0
6,111,105,0
6,112,105,0
6,113,105,0
6,114,105,0
6,115,105,0
6,116,105,0
6,117,105,0
6,118,105,0
6,119,105,0
6,120,105,0
6,121,105,0
6,122,105,0
6,123,105,0
6,124,105,0
6,125,105,0
6,126,105,0
6,127,105,0
6,128,105,0
6,129,105,0
6,130,105,0
6,131,105,0
6,132,105,0
6,133,105,0
6,134,105,0
7,0,105,0
7,1,105,0
7,2,105,0
7,3,105,0
7,4,105,0
7,5,105,0
7,6,105,0
7,7,105,0
7,8,105,0
7,9,105,0
7,10,105,0
7,11,105,0
7,12,105,0
7,13,105,0
7,14,105,0
7,15,105,0
7,16,105,0
7,17,105,0
7,18,105,0
7,19,105,0
7,20,105,0
7,21,105,0
7,22,105,0
7,23,105,0
7,24,105,0
7,25,105,0
7,26,105,0
7,27,105,0
7,28,105,0
7,29,105,0
7,30,105,0
7,31,105,0
7,32,105,0
7,33,105,0
7,34,105,0
7,35,105,0
7,36,105,0
7,37,105,0
7,38,105,0
7,39,105,0
7,40,105,0
7,41,105,0
7,42,105,0
7,43,105,0
7,44,105,0
7,45,105,0
7,46,105,0
7,47,105,0
7,48,105,0
7,49,105,0
7,50,105,0
7,51,105,0
7,52,105,0
7,53,105,0
7,54,105,0
7,55,105,0
7,56,105,0
7,57,105,0
7,58,105,0
7,59,105,0
7,60,105,0
7,61,105,0
7,62,105,0
7,63,105,0
7,64,105,0
7,65,105,0
7,66,105,0
7,67,105,0
7,68,105,0
7,69,105,0
7,70,105,0
7,71,105,0
7,72,105,0
7,73,105,0
7,74,105,0
7,75,105,0
7,76,105,0
7,77,105,0
7,78,105,0
7,79,105,0
7,80,105,0
7,81,105,0
7,82,105,0
7,83,105,0
7,84,105,0
7,85,105,0
7,86,105,0
7,87,105,0
7,88,105,0
7,89,105,0
7,90,105,0
7,91,105,0
7,92,105,0
7,93,105,0
7,94,105,0
7,95,105,0
7,96,105,0
7,97,105,0
7,98,105,0
7,99,105,0
7,100,105,0
7,101,105,0
7,102,105,0
7,103,105,0
7,104,105,0
7,105,105,0
7,106,105,0
7,107,105,0
7,108,105,0
7,109,105,0
7,110,105,0
7,111,105,0
7,112,105,0
7,113,105,0
7,114,105,0
7,115,105,0
7,116,105,0
7,117,105,0
7,118,105,0
7,119,105,0
7,120,105,0
7,121,105,0
7,122,105,0
7,123,105,0
7,124,105,0
7,125,105,0
7,126,105,0
7,127,105,0
7,128,105,0
7,129,105,0
7,130,105,0
7,131,105,0
7,132,105,0
7,133,105,0
7,134,105,0
8,0,105,0
8,1,105,0
8,2,105,0
8,3,105,0
8,4,105,0
8,5,105,0
8,6,105,0
8,7,105,0
8,8,105,0
8,9,105,0
8,10,105,0
8,11,105,0
8,12,105,0
8,13,105,0
8,14,105,0
8,15,105,0
8,16,105,0
8,17,105,0
8,18,105,0
8,19,105,0
8,20,105,0
8,21,105,0
8,22,105,0
8,23,105,0
8,24,105,0
8,25,105,0
8,26,105,0
8,27,105,0
8,28,105,0
8,29,105,0
8,30,105,0
8,31,105,0
8,32,105,0
8,33,105,0
8,34,105,0
8,35,105,0
8,36,105,0
8,37,105,0
8,38,105,0
8,39,105,0
8,40,105,0
8,41,105,0
8,42,105,0
8,43,105,0
8,44,105,0
8,45,105,0
8,46,105,0
8,47,105,0
8,48,105,0
8,49,105,0
8,50,105,0
8,51,105,0
8,52,105,0
8,53,105,0
8,54,105,0
8,55,105,0
8,56,105,0
8,57,105,0
8,58,105,0
8,59,105,0
8,60,105,0
8,61,105,0
8,62,105,0
8,63,105,0
8,64,105,0
8,65,105,0
8,66,105,0
8,67,105,0
8,68,105,0
8,69,105,0
8,70,105,0
8,71,105,0
8,72,105,0
8,73,105,0
8,74,105,0
8,75,105,0
8,76,105,0
8,77,105,0
8,78,105,0
8,79,105,0
8,80,105,0
8,81,105,0
8,82,105,0
8,83,105,0
8,84,105,0
8,85,105,0
8,86,105,0
8,87,105,0
8,88,105,0
8,89,105,0
8,90,105,0
8,91,105,0
8,92,105,0
8,93,105,0
8,94,105,0
8,95,105,0
8,96,105,0
8,97,105,0
8,98,105,0
8,99,105,0
8,100,105,0
8,101,105,0
8,102,105,0
8,103,105,0
8,104,105,0
8,105,105,0
8,106,105,0
8,107,105,0
8,108,105,0
8,109,105,0
8,110,105,0
8,111,105,0
8,112,105,0
8,113,105,0
8,114,105,0
8,115,105,0
8,116,105,0
8,117,105,0
8,118,105,0
8,119,105,0
8,120,105,0
8,121,105,0
8,122,105,0
8,123,105,0
8,124,105,0
8,125,105,0
8,126,105,0
8,127,105,0
8,128,105,0
8,129,105,0
8,130,105,0
8,131,105,0
8,132,105,0
8,133,105,0
8,134,105,0
9,0,105,0
9,1,105,0
9,2,105,0
9,3,105,0
9,4,105,0
9,5,105,0
9,6,105,0
9,7,105,0
9,8,105,0
9,9,105,0
9,10,105,0
9,11,105,0
9,12,105,0
9,13,105,0
9,14,105,0
9,15,105,0
9,16,105,0
9,17,105,0
9,18,105,0
9,19,105,0
9,20,105,0
9,21,105,0
9,22,105,0
9,23,105,0
9,24,105,0
9,25,105,0
9,26,105,0
9,27,105,0
9,28,105,0
9,29,105,0
9,30,105,0
9,31,105,0
9,32,105,0
9,33,105,0
9,34,105,0
9,35,105,0
9,36,105,0
9,37,105,0
9,38,105,0
9,39,105,0
9,40,105,0
9,41,105,0
9,42,105,0
9,43,105,0
9,44,105,0
9,45,105,0
9,46,105,0
9,47,105,0
9,48,105,0
9,49,105,0
9,50,105,0
9,51,105,0
9,52,105,0
9,53,105,0
9,54,105,0
9,55,105,0
9,56,105,0
9,57,105,0
9,58,105,0
9,59,105,0
9,60,105,0
9,61,105,0
9,62,105,0
9,63,105,0
9,64,105,0
9,65,105,0
9,66,105,0
9,67,105,0
9,68,105,0
9,69,105,0
9,70,105,0
9,71,105,0
9,72,105,0
9,73,105,0
9,74,105,0
9,75,105,0
9,76,105,0
9,77,105,0
9,78,105,0
9,79,105,0
9,80,105,0
9,81,105,0
9,82,105,0
9,83,105,0
9,84,105,0
9,85,105,0
9,86,105,0
9,87,105,0
9,88,105,0
9,89,105,0
9,90,105,0
9,91,105,0
9,92,105,0
9,93,105,0
9,94,105,0
9,95,105,0
9,96,105,0
9,97,105,0
9,98,105,0
9,99,105,0
9,100,105,0
9,101,105,0
9,102,105,0
9,103,105,0
9,104,105,0
9,105,105,0
9,106,105,0
9,107,105,0
9,108,105,0
9,109,105,0
9,110,105,0
9,111,105,0
9,112,105,0
9,113,105,0
9,114,105,0
9,115,105,0
9,116,105,0
9,117,105,0
9,118,105,0
9,119,105,0
9,120,105,0
9,121,105,0
9,122,105,0
9,123,105,0
9,124,105,0
9,125,105,0
9,126,105,0
9,127,105,0
9,128,105,0
9,129,105,0
9,130,105,0
9,131,105,0
9,132,105,0
9,133,105,0
9,134,105,0
10,0,105,0
10,1,105,0
10,2,105,0
10,3,105,0
10,4,105,0
10,5,105,0
10,6,105,0
10,7,105,0
10,8,105,0
10,9,105,0
10,10,105,0
10,11,105,0
10,12,105,0
10,13,105,0
10,14,105,0
10,15,105,0
10,16,105,0
10,17,105,0
10,18,105,0
10,19,105,0
10,20,105,0
10,21,105,0
10,22,105,0
10,23,105,0
10,24,105,0
10,25,105,0
10,26,105,0
10,27,105,0
10,28,105,0
10,29,105,0
10,30,105,0
10,31,105,0
10,32,105,0
10,33,105,0
10,34,105,0
10,35,105,0
10,36,105,0
10,37,105,0
10,38,105,0
10,39,105,0
10,40,105,0
10,41,105,0
10,42,105,0
10,43,105,0
10,44,105,0
10,45,105,0
10,46,105,0
10,47,105,0
10,48,105,0
10,49,105,0
10,50,105,0
10,51,105,0
10,52,105,0
10,53,105,0
10,54,105,0
10,55,105,0
10,56,105,0
10,57,105,0
10,58,105,0
10,59,105,0
10,60,105,0
10,61,105,0
10,62,105,0
10,63,105,0
10,64,105,0
10,65,105,0
10,66,105,0
10,67,105,0
10,68,105,0
10,69,105,0
10,70,105,0
10,71,105,0
10,72,105,0
10,73,105,0
10,74,105,0
10,75,105,0
10,76,105,0
10,77,105,0
10,78,105,0
10,79,105,0
10,80,105,0
10,81,105,0
10,82,105,0
10,83,105,0
10,84,105,0
10,85,105,0
10,86,105,0
10,87,105,0
10,88,105,0
10,89,105,0
10,90,105,0
10,91,105,0
10,92,105,0
10,93,105,0
10,94,105,0
10,95,105,0
10,96,105,0
10,97,105,0
10,98,105,0
10,99,105,0
10,100,105,0
10,101,105,0
10,102,105,0
10,103,105,0
10,104,105,0
10,105,105,0
10,106,105,0
10,107,105,0
10,108,105,0
10,109,105,0
10,110,105,0
10,111,105,0
10,112,105,0
10,113,105,0
10,114,105,0
10,115,105,0
10,116,105,0
10,117,105,0
10,118,105,0
10,119,105,0
10,120,105,0
10,121,105,0
10,122,105,0
10,123,105,0
10,124,105,0
10,125,105,0
10,126,105,0
10,127,105,0
10,128,105,0
10,129,105,0
10,130,105,0
10,131,105,0
10,132,105,0
10,133,105,0
10,134,105,0
11,0,105,0
11,1,105,0
11,2,105,0
11,3,105,0
11,4,105,0
11,5,105,0
11,6,105,0
11,7,105,0
11,8,105,0
11,9,105,0
11,10,105,0
11,11,105,0
11,12,105,0
11,13,105,0
11,14,105,0
11,15,105,0
11,16,105,0
11,17,105,0
11,18,105,0
11,19,105,0
11,20,105,0
11,21,105,0
11,22,105,0
11,23,105,0
11,24,105,0
11,25,105,0
11,26,105,0
11,27,105,0
11,28,105,0
11,29,105,0
11,30,105,0
11,31,105,0
11,32,105,0
11,33,105,0
11,34,105,0
11,35,105,0
11,36,105,0
11,37,105,0
11,38,105,0
11,39,105,0
11,40,105,0
11,41,105,0
11,42,105,0
11,43,105,0
11,44,105,0
11,45,105,0
11,46,105,0
11,47,105,0
11,48,105,0
11,49,105,0
11,50,105,0
11,51,105,0
11,52,105,0
11,53,105,0
11,54,105,0
11,55,105,0
11,56,105,0
11,57,105,0
11,58,105,0
11,59,105,0
11,60,105,0
11,61,105,0
11,62,105,0
11,63,105,0
11,64,105,0
11,65,105,0
11,66,105,0
11,67,105,0
11,68,105,0
11,69,105,0
11,70,105,0
11,71,105,0
11,72,105,0
11,73,105,0
11,74,105,0
11,75,105,0
11,76,105,0
11,77,105,0
11,78,105,0
11,79,105,0
11,80,105,0
11,81,105,0
11,82,105,0
11,83,105,0
11,84,105,0
11,85,105,0
11,86,105,0
11,87,105,0
11,88,105,0
11,89,105,0
11,90,105,0
11,91,105,0
11,92,105,0
11,93,105,0
11,94,105,0
11,95,105,0
11,96,105,0
11,97,105,0
11,98,105,0
11,99,105,0
11,100,105,0
11,101,105,0
11,102,105,0
11,103,105,0
11,104,105,0
11,105,105,0
11,106,105,0
11,107,105,0
11,108,105,0
11,109,105,0
11,110,105,0
11,111,105,0
11,112,105,0
11,113,105,0
11,114,105,0
11,115,105,0
11,116,105,0
11,117,105,0
11,118,105,0
11,119,105,0
11,120,105,0
11,121,105,0
11,122,105,0
11,123,105,0
11,124,105,0
11,125,105,0
11,126,105,0
11,127,105,0
11,128,105,0
11,129,105,0
11,130,105,0
11,131,105,0
11,132,105,0
11,133,105,0
11,134,105,0
12,0,105,0
12,1,105,0
12,2,105,0
12,3,105,0
12,4,105,0
12,5,105,0
12,6,105,0
12,7,105,0
12,8,105,0
12,9,105,0
12,10,105,0
12,11,105,0
12,12,105,0
12,13,105,0
12,14,105,0
12,15,105,0
12,16,105,0
12,17,105,0
12,18,105,0
12,19,105,0
12,20,105,0
12,21,105,0
12,22,105,0
12,23,105,0
12,24,105,0
12,25,105,0
12,26,105,0
12,27,105,0
12,28,105,0
12,29,105,0
12,30,105,0
12,31,105,0
12,32,105,0
12,33,105,0
12,34,105,0
12,35,105,0
12,36,105,0
12,37,105,0
12,38,105,0
12,39,105,0
12,40,105,0
12,41,105,0
12,42,105,0
12,43,105,0
12,44,105,0
12,45,105,0
12,46,105,0
12,47,105,0
12,48,105,0
12,49,105,0
12,50,105,0
12,51,105,0
12,52,105,0
12,53,105,0
12,54,105,0
12,55,105,0
12,56,105,0
12,57,105,0
12,58,105,0
12,59,105,0
12,60,105,0
12,61,105,0
12,62,105,0
12,63,105,0
12,64,105,0
12,65,105,0
12,66,105,0
12,67,105,0
12,68,105,0
12,69,105,0
12,70,105,0
12,71,105,0
12,72,105,0
12,73,105,0
12,74,105,0
12,75,105,0
12,76,105,0
12,77,105,0
12,78,105,0
12,79,105,0
12,80,105,0
12,81,105,0
12,82,105,0
12,83,105,0
12,84,105,0
12,85,105,0
12,86,105,0
12,87,105,0
12,88,105,0
12,89,105,0
12,90,105,0
12,91,105,0
12,92,105,0
12,93,105,0
12,94,105,0
12,95,105,0
12,96,105,0
12,97,105,0
12,98,105,0
12,99,105,0
12,100,105,0
12,101,105,0
12,102,105,0
12,103,105,0
12,104,105,0
12,105,105,0
12,106,105,0
12,107,105,0
12,108,105,0
12,109,105,0
12,110,105,0
12,111,105,0
12,112,105,0
12,113,105,0
12,114,105,0
12,115,105,0
12,116,105,0
12,117,105,0
12,118,105,0
12,119,105,0
12,120,105,0
12,121,105,0
12,122,105,0
12,123,105,0
12,124,105,0
12,125,105,0
